#	type	key	freq
1	T	n: sediment	10
2	T	nn: proto-paratethys sea	9
3	T	a: glacial	7
4	T	n: mmes	7
5	T	a: tropical	7
6	T	n: precipitation	7
7	T	n: genus	7
8	T	n: obliquiloculata	7
9	T	n: telescopus	6
10	T	nn: clay mineral	6
